,train_loss,train_acc,test_loss,test_acc
0,0.06674470118135406,0.009720202535390854,0.06774825000388948,0.0381031297147274
1,0.06474833691330466,0.005571453366428614,0.06520426304178539,0.01345527358353138
2,0.06399438133934891,0.006367887835949659,0.06475041618406824,0.02953299507498741
3,0.06345986359172075,0.005719486158341169,0.06479365200290195,0.022604091092944145
4,0.06269658431533424,0.0068158297799527645,0.06531265275647914,0.020388025790452957
